control_number,n_lines,n_taxa,n_class,n_species,qty_total,value_total,value_missing,taxa,country_origin,country_imp_exp,port,purpose,source,year,month,target
2000722134,2,2,1,2,7135,4736,0,fish,PH,PH,LA,T,W,2000,1,0
2000722135,1,1,1,1,10533,3890,0,fish,NG,NG,LA,T,W,2000,1,0
2000722142,1,1,1,1,21052,3692,0,fish,LK,LK,LA,T,W,2000,1,0
2000722143,4,2,2,4,15522,3970,0,amphibian,LK,LK,LA,T,W,2000,1,0
2000722145,2,2,2,2,150532,31536,0,crustacean,TH,TH,LA,T,W,2000,1,0
2000722156,6,1,1,6,11,3650,0,mammal,ZW,ZW,LA,non-standard value,W,2000,1,0
2000722172,2,2,1,2,5986,5054,0,fish,PH,PH,LA,T,W,2000,1,0
2000722175,2,2,1,2,1184,1028,0,fish,ID,ID,LA,T,W,2000,1,0
2000722177,4,2,2,4,18590,4349,0,amphibian,CN,CN,LA,T,W,2000,1,0
2000722220,1,1,1,1,18532,2648,0,fish,MY,MY,LA,T,W,2000,1,0
2000722226,1,1,0,1,20640,10320,0,shell,JP,HK,LA,T,W,2000,1,0
2000722229,1,1,1,1,142690,14269,0,shell,KR,KR,LA,T,W,2000,1,0
2000722258,18,2,2,17,5138,5820,0,coral,FJ,FJ,LA,T,W,2000,1,0
2000722270,3,3,3,3,566,1688,0,coral,VU,VU,LA,T,,2000,1,0
2000722279,1,1,1,1,158,14034,0,reptile,ZA,SG,LA,T,C,2000,1,0
2000722351,1,1,1,1,2670,1717,0,fish,ID,ID,LA,non-standard value,W,2000,1,0
2000722358,1,1,0,1,1,3,0,shell,FJ,FJ,LA,non-standard value,W,2000,2,0
2000722361,2,2,2,2,25229,4962,0,amphibian,ID,ID,LA,T,W,2000,1,0
2000722446,1,1,1,1,5,0,0,mammal,CA,CA,6,P,U,2000,1,1
2000722584,2,2,2,2,13184,20151,0,amphibian,ID,ID,LA,T,W,2000,2,0
2000722585,3,3,2,3,3461,2289,0,crustacean,ID,ID,LA,T,W,2000,1,0
2000722650,1,1,1,1,11553,5023,0,fish,CO,CO,LA,T,W,2000,1,0
2000722675,1,1,1,1,15765,2909,0,fish,TH,TH,LA,T,W,2000,1,0
2000722691,1,1,1,1,1,2000,0,fish,XX,XX,NY,P,W,2000,4,1
2000722707,2,2,2,2,4817,5588,0,coral,FJ,FJ,LA,T,W,2000,1,0
2000722714,1,1,1,1,1000,1000,0,fish,RU,RU,NY,non-standard value,W,2000,5,1
2000722755,2,1,2,2,11,58,0,shell,NZ,NZ,LA,non-standard value,W,2000,2,0
2000722775,1,1,1,1,358,25641,0,mammal,SE,FR,NY,T,W,2000,1,0
2000722776,1,1,1,1,22176,599,0,shell,JP,HK,LA,T,W,2000,1,0
2000722798,1,1,1,1,335,930,0,fish,ID,ID,LA,T,W,2000,2,0
2000722800,2,2,1,2,16405,4934,0,fish,TH,TH,LA,T,W,2000,2,0
2000722812,4,3,2,4,22,14,0,coral,MH,MH,HA,P,W,2000,5,1
2000722820,2,2,2,2,30711,9452,0,crustacean,TH,TH,LA,T,W,2000,1,0
2000722824,1,1,1,1,70,14580,0,shell,CN,HK,LA,T,W,2000,1,0
2000722828,1,1,1,1,3575,240,0,shell,US,HK,NY,T,W,2000,1,0
2000722848,2,2,1,2,10611,4206,0,fish,TH,TH,NY,T,W,2000,1,0
2000722864,5,1,1,5,6,5650,0,mammal,XX,XX,LA,non-standard value,W,2000,1,0
2000722870,2,1,1,1,17,4288,0,coral,IT,DE,LA,T,W,2000,1,0
2000722873,1,1,1,1,7,33000,0,mammal,VS,PH,LA,non-standard value,C,2000,1,0
2000722892,1,1,0,1,3240,387,0,shell,PH,PH,LA,T,W,2000,1,0
2000722937,6,1,2,6,3575,3016,0,shell,PH,PH,LA,T,W,2000,1,0
2000722950,1,1,0,1,182000,9100,0,shell,IN,IN,LA,T,W,2000,1,0
2000722965,1,1,1,1,34,51,0,reptile,CN,CN,LA,T,W,2000,1,0
2000723111,2,2,2,2,12503,3016,0,crustacean,TW,TW,LA,T,W,2000,1,0
2000723128,1,1,1,1,11573,1663,0,fish,MY,MY,LA,T,W,2000,1,0
2000723129,3,3,2,3,8802,2972,0,crustacean,LK,LK,LA,T,W,2000,1,0
2000723131,1,1,1,1,8812,1974,0,fish,MY,MY,LA,T,W,2000,1,0
2000723179,2,1,2,2,89,90,0,shell,AU,TH,AN,T,W,2000,1,0
2000723180,22,3,3,22,2017,4221,0,coral,SB,SB,LA,T,W,2000,1,0
2000723189,1,1,1,1,1349,13559,0,shell,CN,HK,AN,T,W,2000,1,0
2000723194,2,2,1,2,277,1795,0,fish,AU,AU,LA,T,W,2000,1,0
2000723239,1,1,1,1,10900,71147,0,amphibian,TW,TW,LA,T,W,2000,1,0
2000723249,1,1,0,1,107572,6767,0,shell,PH,PH,LA,T,W,2000,1,0
2000723274,1,1,1,1,122,663,0,fish,CR,CR,LA,T,W,2000,2,0
2000723282,2,2,1,2,273,826,0,fish,LK,LK,LA,T,W,2000,1,0
2000723303,3,3,1,3,10919,8150,0,fish,PH,PH,LA,T,W,2000,2,0
2000723328,2,2,1,2,3747,2476,0,fish,PH,PH,LA,T,W,2000,1,0
2000723347,2,2,1,2,6831,6206,0,fish,PH,PH,LA,T,W,2000,2,0
2000723371,1,1,1,1,12000,2780,0,fish,LK,LK,LA,T,W,2000,1,0
2000723389,2,2,1,2,50232,13155,0,fish,SG,SG,LA,T,W,2000,1,0
2000723399,1,1,1,1,1710,40669,0,mammal,US,ES,LA,T,W,2000,1,0
2000723475,1,1,1,1,1,50,0,mammal,TZ,TZ,NY,T,W,2000,4,1
2000723489,6,5,4,6,825,1203,0,shell,PW,PW,LA,T,W,2000,1,0
2000723543,1,1,1,1,5400,4860,0,fish,CO,CO,LA,T,W,2000,1,0
2000723547,9,2,2,8,24,22350,0,mammal,ZW,ZW,LA,non-standard value,W,2000,1,0
2000723653,5,2,2,5,20434,13529,0,fish,TW,TW,HA,T,W,2000,2,0
2000723657,1,1,0,1,1462,727,0,shell,PH,PH,HA,T,W,2000,2,0
2000723742,1,1,1,1,40,1913,0,reptile,TH,IT,NY,T,W,2000,1,0
2000723748,1,1,1,1,176,792,0,fish,KI,KI,HA,T,W,2000,2,0
2000723749,1,1,1,1,3,0,0,reptile,XX,XX,HN,P,W,2000,4,1
2000723761,1,1,1,1,35512,1115,0,shell,JP,JP,NY,T,W,2000,1,0
2000723769,1,1,1,1,125,625,0,shell,ID,HK,NY,T,W,2000,1,0
2000723776,5,4,4,5,7542,933,0,reptile,NG,NG,NY,T,W,2000,1,0
2000723788,1,1,1,1,100,35000,0,mammal,RU,IT,NY,T,W,2000,1,0
2000723808,1,1,1,1,5,1236,0,shell,ID,CH,NY,T,W,2000,1,0
2000723830,1,1,1,1,62,792,0,reptile,GN,ES,NY,T,W,2000,1,0
2000723833,1,1,1,1,2,800,0,mammal,CA,CA,NY,T,W,2000,1,0
2000723835,1,1,1,1,10,1375,0,reptile,US,IT,NY,T,W,2000,2,0
2000723924,3,2,2,3,2200,1125,0,amphibian,CN,CN,LA,T,W,2000,1,0
2000723937,1,1,1,1,4,2974,0,shell,AU,CH,NY,T,W,2000,1,0
2000723970,2,1,1,1,29271,1960,0,shell,ID,HK,NY,T,W,2000,1,0
2000723974,1,1,1,1,4,308,0,reptile,MY,ES,NY,T,W,2000,1,0
2000724013,1,1,1,1,120,3435,0,shell,JP,CH,NY,T,W,2000,1,0
2000724118,1,1,1,1,18,29,0,shell,GB,GB,NY,T,W,2000,2,0
2000724174,1,1,1,1,1,10,0,mammal,PE,PE,NW,non-standard value,W,2000,5,1
2000724367,1,1,1,1,548,51395,0,reptile,VE,IT,NY,T,W,2000,2,0
2000724459,8,2,2,5,102,3405,0,reptile,CO,IT,NY,T,W,2000,1,0
2000724478,1,1,1,1,2,32,0,mammal,US,IT,NY,T,W,2000,1,0
2000724484,1,1,1,1,18,1267,0,reptile,ID,IT,NY,T,W,2000,1,0
2000725178,1,1,1,1,42,19236,0,bird,ZA,IT,NY,T,W,2000,2,0
2000725225,2,1,1,2,5,1121,0,mammal,DK,IT,NY,T,W,2000,2,0
2000725266,1,1,1,1,12,6000,0,bird,XX,MX,EL,T,U,2000,4,1
2000725306,4,3,3,4,28,1453,0,reptile,XX,MX,DF,T,C,2000,4,1
2000725315,1,1,1,1,1260,40332,0,shell,AU,HK,NY,T,W,2000,2,0
2000725389,1,1,1,1,6848,10,0,shell,JP,HK,NY,T,W,2000,2,0
2000725425,1,1,1,1,20,792,0,bird,CN,CN,CH,T,C,2000,1,0
2000725443,1,1,1,1,432,5607,0,mammal,US,IT,CH,T,W,2000,1,0
2000725476,1,1,1,1,6120,327,0,shell,JP,CN,CH,T,W,2000,1,0
2000725478,1,1,1,1,312,4178,0,mammal,US,IT,CH,T,W,2000,1,0
2000725491,1,1,1,1,1,20,0,mammal,CA,KR,NY,T,W,2000,2,0
2000725566,1,1,1,1,220,7162,0,reptile,VE,IT,NY,T,W,2000,2,0
2000725570,1,1,1,1,1,0,0,mammal,XX,XX,HN,P,W,2000,4,1
2000725571,1,1,1,1,1,0,0,bird,XX,XX,HN,P,W,2000,4,1
2000725573,2,2,2,2,73,7747,0,fish,US,CH,NY,T,C,2000,2,0
2000725617,1,1,1,1,2000,56000,0,reptile,CO,CO,NY,T,C,2000,2,0
2000725651,1,1,1,1,1,250,0,reptile,XX,GB,NW,non-standard value,W,2000,4,1
2000725723,1,1,1,1,2,100,0,bird,MX,MX,SY,P,W,2000,4,1
2000725909,1,1,1,1,1,0,0,reptile,MX,MX,CH,non-standard value,W,2000,5,1
2000726066,3,1,1,3,190,9832,0,mammal,US,CA,NY,T,W,2000,1,0
2000726091,1,1,1,1,24,16,0,mammal,CN,GB,NY,T,F,2000,1,0
2000726210,1,1,1,1,1,20,0,bird,LI,LT,NY,non-standard value,W,2000,1,0
2000726219,1,1,1,1,268,3479,0,mammal,NZ,NZ,NY,T,C,2000,1,0
2000726222,1,1,1,1,2785,1161,0,fish,GY,GY,NY,T,W,2000,1,0
2000726252,2,2,2,2,282,32730,0,fish,US,CH,NY,T,W,2000,1,0
2000726282,1,1,1,1,4,100,0,mammal,BW,BW,NY,non-standard value,W,2000,1,0
2000726311,2,1,1,2,2,100,0,mammal,ZA,ZA,NY,non-standard value,W,2000,3,0
2000726323,1,1,1,1,64665,3465,0,shell,JP,HK,NY,,W,2000,3,0
2000726341,1,1,1,1,425,12000,0,mammal,US,IT,NY,T,W,2000,1,0
2000726344,1,1,1,1,1,349,0,mammal,SE,FR,NY,T,W,2000,4,0
2000726347,2,1,1,1,4,706,0,reptile,NL,FR,NY,T,W,2000,4,0
2000726349,13,2,4,8,1020,547,0,shell,PH,PH,NY,T,W,2000,3,0
2000726352,1,1,1,1,4000,112000,0,reptile,CO,CO,NY,T,C,2000,3,0
2000726387,2,1,1,2,240,6856,0,reptile,ID,IT,NY,T,W,2000,4,0
2000726391,1,1,1,1,12,6046,0,reptile,VS,IT,NY,T,C,2000,4,0
2000726402,8,1,1,8,13,650,0,mammal,ZW,ZW,NY,non-standard value,W,2000,1,0
2000726428,1,1,1,1,3778,1259,0,fish,GY,GY,NY,T,W,2000,3,0
2000726454,2,1,1,2,43,15415,0,mammal,US,GR,NY,T,W,2000,3,0
2000726457,1,1,1,1,19872,2980,0,shell,ID,HK,NY,T,W,2000,3,0
2000726458,2,1,1,2,68,6140,0,mammal,CA,GR,NY,T,W,2000,4,0
2000726468,2,1,1,1,91,1766,0,shell,PH,PH,NY,T,W,2000,3,0
2000726473,10,3,3,6,1815,177633,0,reptile,US,IT,NY,T,W,2000,4,0
2000726476,5,1,1,4,1028,302,0,mammal,ZW,ZW,NY,T,W,2000,2,0
2000726495,7,1,2,4,7280,4584,0,shell,PH,PH,NY,T,W,2000,3,0
2000726507,1,1,1,1,1,23808,0,mammal,RU,IT,NY,T,W,2000,3,0
2000726514,4,3,3,4,37086,8128,0,amphibian,HK,HK,NY,T,W,2000,3,0
2000726519,1,1,1,1,6000,7688,0,shell,CN,HK,NY,T,W,2000,3,0
2000726531,1,1,1,1,1,50,0,mammal,AR,AR,NY,non-standard value,W,2000,2,0
2000726549,13,2,2,13,35,1750,0,mammal,ZA,ZA,NY,non-standard value,W,2000,2,0
2000726584,1,1,1,1,12,2000,0,mammal,AR,AR,NY,T,W,2000,2,0
2000726605,4,0,0,0,214,4,0,,CF,CF,NY,non-standard value,W,2000,2,0
2000726624,1,1,1,1,13964,1759,0,shell,JP,IT,NY,T,W,2000,2,0
2000726685,1,1,1,1,1,2994,0,mammal,FI,IT,NY,T,W,2000,2,0
2000726702,1,1,1,1,25,20065,0,reptile,VS,IT,NY,T,C,2000,4,0
2000726722,7,1,1,7,17,425,0,mammal,ZW,ZW,NY,non-standard value,W,2000,2,0
2000726726,1,1,1,1,69,16,0,mammal,MU,GB,NY,non-standard value,C,2000,2,0
2000726741,1,1,1,1,1,100,0,mammal,ZA,ZA,NY,T,W,2000,1,0
2000726743,2,1,1,1,66,5185,0,reptile,MY,CH,NY,T,W,2000,3,0
2000726779,2,1,1,2,20,12324,0,reptile,MY,IT,NY,T,W,2000,2,0
2000726782,1,1,1,1,4,398,0,reptile,VE,IT,NY,T,W,2000,1,0
2000726837,2,1,1,2,4,377,0,reptile,ID,IT,NY,T,W,2000,4,0
2000726852,1,1,1,1,33,6530,0,reptile,ID,IT,NY,T,W,2000,2,0
2000726876,1,1,1,1,40,2273,0,reptile,ID,IT,NY,T,W,2000,3,0
2000726970,2,1,1,1,50,3755,0,reptile,US,IT,NY,T,W,2000,2,0
2000726979,8,2,2,4,116,6478,0,reptile,US,CH,NY,T,C,2000,2,0
2000726986,1,1,1,1,696,16797,0,mammal,US,JP,NY,T,W,2000,3,0
2000726996,1,1,1,1,15,74,0,reptile,ID,IT,NY,T,W,2000,2,0
2000727005,1,1,1,1,66,66,0,reptile,ID,IT,NY,T,W,2000,1,0
2000727043,1,1,1,1,500,25844,0,mammal,HR,HR,NY,T,W,2000,3,0
2000727049,2,1,1,2,2,2,0,bird,XX,GB,NY,non-standard value,W,2000,3,0
2000727056,1,1,1,1,3384,122761,0,reptile,VE,ES,NY,T,W,2000,3,0
2000727069,1,1,1,1,3,30,0,shell,XX,XX,AN,T,W,2000,5,1
2000727085,1,1,1,1,10,200,0,reptile,VN,VN,AN,T,W,2000,5,1
2000727086,1,1,1,1,1,5,0,shell,HK,HK,SF,T,W,2000,2,0
2000727093,4,1,1,1,120,4387,0,reptile,US,CH,NY,T,C,2000,3,0
2000727098,2,1,1,2,2,100,0,mammal,ZA,ZA,NY,non-standard value,W,2000,3,0
2000727114,1,1,1,1,16,332,0,shell,JP,HK,SF,T,W,2000,2,0
2000727118,1,1,0,1,74,16616,0,shell,CN,HK,SF,T,W,2000,2,0
2000727122,1,1,0,1,1000,164,0,shell,PH,PH,SF,T,W,2000,2,0
2000727133,1,1,1,1,4,660,0,shell,HK,HK,SF,T,W,2000,1,0
2000727135,1,1,1,1,3000,4500,0,shell,TW,TW,SF,T,W,2000,1,0
2000727142,1,1,1,1,420,210,0,shell,CN,HK,SF,T,W,2000,2,0
2000727222,1,1,1,1,215,1098,0,shell,TH,PH,SF,T,W,2000,1,0
2000727236,1,1,1,1,18,71,0,shell,PH,BE,NW,T,W,2000,2,0
2000727237,8,1,2,8,19260,682,0,shell,PH,PH,NY,T,W,2000,4,0
2000727261,1,1,1,1,1512,6567,0,bird,ZA,IT,NW,T,C,2000,2,0
2000727263,1,1,1,1,1,439,0,mammal,US,NO,NW,non-standard value,R,2000,2,0
2000727268,2,1,1,2,12,72,0,shell,PH,PH,NW,T,W,2000,1,0
2000727283,8,1,1,8,8,400,0,mammal,ZA,ZA,NY,non-standard value,W,2000,3,0
2000727284,1,1,1,1,9360,11440,0,shell,JP,HK,NW,T,W,2000,2,0
2000727290,1,1,1,1,9600,55030,0,shell,KR,HK,NW,T,W,2000,1,0
2000727293,1,1,1,1,7392,28890,0,shell,JP,KR,NW,T,W,2000,2,0
2000727305,1,1,1,1,81,866,0,shell,ID,FR,NW,T,W,2000,2,0
2000727314,1,1,1,1,6419,12508,0,shell,JP,KR,NW,T,W,2000,2,0
2000727317,1,1,1,1,150912,202071,0,shell,JP,HK,NW,T,W,2000,2,0
2000727322,1,1,1,1,156,2491,0,fish,BR,BR,HA,T,W,2000,2,0
2000727356,1,1,1,1,27315,1360,0,shell,JP,HK,NY,T,W,2000,3,0
2000727388,1,1,1,1,1,69,0,bird,CA,CA,NW,non-standard value,C,2000,2,0
2000727395,1,1,1,1,2,5444,0,shell,FR,FR,NW,non-standard value,W,2000,1,0
2000727398,1,1,1,1,4764,186865,0,mammal,FI,FI,NW,T,R,2000,2,0
2000727411,1,1,1,1,1,192,0,mammal,CA,CA,NW,non-standard value,W,2000,2,0
2000727424,1,1,1,1,24984,28140,0,shell,CN,CN,NW,T,W,2000,1,0
2000727439,1,1,1,1,2,25,0,shell,ID,CH,NW,T,W,2000,1,0
2000727455,1,1,1,1,12,48,0,shell,CN,CN,SF,T,W,2000,1,0
2000727461,1,1,1,1,8,296,0,reptile,CO,CH,HA,T,C,2000,1,0
2000727481,1,1,1,1,24,1366,0,reptile,US,CH,NW,T,W,2000,2,0
2000727498,2,2,1,2,1495,2094,0,fish,ID,ID,SF,T,W,2000,1,0
2000727517,1,1,1,1,1276,18787,0,mammal,NZ,NZ,SF,T,C,2000,2,0
2000727518,2,1,1,2,8,200,0,reptile,VE,IT,NW,non-standard value,W,2000,2,0
2000727528,1,1,1,1,1,780,0,mammal,CA,CA,SS,non-standard value,W,2000,9,0
2000727544,1,1,1,1,3,386,0,mammal,US,IT,NW,non-standard value,C,2000,1,0
2000727588,13,2,2,13,78240,46233,0,mammal,US,GB,BA,T,W,2000,1,0
2000727619,1,1,1,1,18,870,0,reptile,US,CH,BA,T,C,2000,1,0
2000727656,2,1,1,2,2051,1362,0,fish,VS,MX,SF,T,W,2000,1,0
2000727696,1,1,1,1,1,0,0,mammal,CA,CA,SW,non-standard value,W,2000,2,0
2000727713,3,1,1,1,106,107,0,mammal,MU,MU,BA,T,C,2000,2,0
2000727716,4,1,2,3,1296,1128,0,shell,PH,PH,NW,T,W,2000,1,0
2000727758,1,1,1,1,128,1703,0,shell,BS,IT,NW,T,W,2000,1,0
2000727764,1,1,1,1,7272,34389,0,shell,CN,CN,NW,T,W,2000,2,0
2000727784,1,1,1,1,10,210,0,mammal,NZ,NZ,NW,T,W,2000,1,0
2000727794,1,1,1,1,1,2297,0,mammal,XX,GB,NW,non-standard value,P,2000,1,0
2000727823,4,2,2,3,895,860,0,fish,VN,VN,NW,,W,2000,1,0
2000727839,5,1,1,5,8,0,0,bird,IS,IS,BA,non-standard value,W,2000,1,0
2000727882,2,1,1,2,142,58115,0,fish,RU,RU,NY,T,W,2000,5,0
2000727910,8,2,2,6,218,2762,0,mammal,US,PH,PT,T,W,2000,1,0
2000728176,7,1,1,7,8,350,0,mammal,ZA,ZA,PT,non-standard value,W,2000,3,0
2000728241,3,1,2,2,20860,1464,0,shell,CN,HK,PT,T,W,2000,3,0
2000728520,2,1,1,2,3,26,0,shell,FM,FM,HA,non-standard value,W,2000,5,1
2000728901,1,1,1,1,7233,1292,0,shell,JP,MY,PT,T,W,2000,1,0
2000728934,5,2,2,5,2532,8,0,mammal,US,LK,PT,T,W,2000,1,0
2000728987,1,1,1,1,1828,327,0,shell,JP,MY,PT,T,W,2000,2,0
2000728993,1,1,1,1,5745,499,0,shell,ID,MY,PT,T,W,2000,2,0
2000729062,1,1,1,1,1,50,0,mammal,ZA,ZA,HN,non-standard value,W,2000,1,0
2000729248,1,1,1,1,23015,2862,0,fish,SG,SG,CH,T,W,2000,1,0
2000729257,1,1,1,1,68375,497,0,fish,TT,TT,CH,T,W,2000,1,0
2000729262,1,1,1,1,7,20,0,reptile,NG,NG,CH,P,W,2000,5,1
2000729269,2,2,1,2,3227,2595,0,fish,PH,PH,CH,T,W,2000,1,0
2000729271,2,1,1,1,107,73970,0,mammal,MU,MU,CH,T,C,2000,1,0
2000729279,1,1,1,1,1,10,0,reptile,MX,MX,DN,P,U,2000,3,1
2000729431,1,1,1,1,2,200000,0,mammal,XX,IT,CH,non-standard value,W,2000,1,0
2000729468,2,1,1,1,103,117480,0,mammal,MU,MU,CH,T,C,2000,1,0
2000729560,5,1,1,5,6,30,0,mammal,ZA,ZA,CH,non-standard value,W,2000,1,0
2000729629,1,1,1,1,2,100,0,mammal,ZA,ZA,AT,P,W,2000,2,1
2000729726,1,1,0,1,300,2386,0,shell,PH,PH,PT,T,W,2000,2,0
2000729933,1,1,1,1,1,50000,0,mammal,CA,CA,MP,T,W,2000,1,0
2000729937,3,3,2,3,1151,901,0,crustacean,PH,PH,MP,T,W,2000,1,0
2000730512,1,1,1,1,80,2097,0,mammal,US,IT,NY,T,W,2000,1,0
2000730541,2,1,1,2,10,2707,0,reptile,US,IT,NY,T,C,2000,2,0
2000730544,4,4,2,4,1170,918,0,crustacean,PH,PH,MP,T,W,2000,1,0
2000730611,2,1,1,1,14,410,0,reptile,US,CH,NY,T,C,2000,1,0
2000730639,1,1,1,1,212,159,0,insect,SR,SR,MI,,W,2000,1,0
2000730661,1,1,1,1,1,5084,0,mammal,XX,GB,NY,T,W,2000,1,0
2000730691,1,1,1,1,10130,709,0,shell,NC,HK,CH,T,W,2000,1,0
2000730713,6,2,2,4,9,9,0,amphibian,PE,PE,NY,non-standard value,W,2000,1,0
2000730715,1,1,1,1,205,670,0,insect,CR,CR,MI,T,C,2000,1,0
2000730724,1,1,1,1,70,210,0,insect,BZ,BZ,MI,T,C,2000,1,0
2000730732,3,1,1,3,6,0,0,mammal,ZA,ZA,CH,non-standard value,W,2000,1,0
2000730733,2,2,2,2,3747,1205,0,crustacean,PH,PH,NY,T,W,2000,1,0
2000730736,1,1,1,1,21273,4683,0,fish,SG,SG,NY,T,W,2000,2,0
2000730747,2,1,1,2,16,857,0,reptile,US,IT,NY,T,C,2000,2,0
2000730749,1,1,1,1,5997,2475,0,fish,CO,CO,NY,T,W,2000,2,0
2000730786,1,1,1,1,816,125,0,shell,AU,FR,NY,T,W,2000,1,0
2000730813,2,1,1,1,30,1500,0,reptile,US,CH,NY,T,C,2000,2,0
2000730856,1,1,1,1,2444,268,0,shell,HK,HK,NY,T,W,2000,2,0
2000730860,1,1,1,1,40,260,0,shell,AU,GB,NY,T,W,2000,2,0
2000730885,2,2,1,2,2979,1283,0,fish,PH,PH,NY,T,W,2000,1,0
2000730941,1,1,1,1,264,12094,0,fish,CA,IT,NY,T,W,2000,2,0
2000730945,1,1,1,1,7632,2553,0,fish,SG,SG,NY,T,W,2000,2,0
2000730946,1,1,1,1,1,7005,0,reptile,US,FR,NY,non-standard value,C,2000,2,0
2000730947,2,1,1,2,4,2,0,shell,VE,KR,NY,T,W,2000,2,0
2000730953,1,1,1,1,33498,32645,0,shell,CN,KH,NY,non-standard value,W,2000,2,0
2000730959,1,1,1,1,1,2236,0,bird,ZA,IT,NY,T,C,2000,2,0
2000730968,1,1,1,1,1,605,0,reptile,MY,IT,NY,T,W,2000,2,0
2000730972,1,1,1,1,150,987,0,amphibian,TW,TW,NY,T,W,2000,2,0
2000730983,2,1,2,2,8415,588,0,shell,AU,IT,NY,T,W,2000,2,0
2000730988,1,1,1,1,799,11921,0,mammal,US,IT,NY,T,W,2000,2,0
2000731018,5,1,1,3,7,564,0,reptile,US,IT,NY,T,C,2000,2,0
2000731031,1,1,1,1,6,4689,0,reptile,US,CH,NY,T,C,2000,2,0
2000731035,3,1,1,1,8,2176,0,reptile,MY,IT,NY,T,W,2000,2,0
2000731050,7,3,3,5,398,15889,0,reptile,US,ES,NY,T,C,2000,2,0
2000731063,6,2,2,6,905,1450,0,reptile,NI,NI,MI,T,C,2000,1,0
2000731065,2,1,1,2,20,5195,0,reptile,US,IT,NY,T,C,2000,2,0
2000731110,1,1,1,1,499,1677,0,fish,SA,SA,MI,T,W,2000,1,0
2000731173,1,1,1,1,58098,5943,0,fish,SG,SG,NY,T,W,2000,2,0
2000731182,1,1,1,1,3,1623,0,reptile,ID,IT,MI,T,W,2000,1,0
2000731183,1,1,1,1,2,403,0,reptile,ID,IT,NY,T,W,2000,1,0
2000731184,2,2,1,2,2414,1947,0,fish,PH,PH,MI,T,W,2000,1,0
2000731213,1,1,1,1,95245,1006,0,fish,TT,TT,MI,T,W,2000,2,0
2000731232,1,1,1,1,4914,18574,0,shell,JP,HK,NY,T,W,2000,1,0
2000731244,2,2,2,2,16359,4880,0,crustacean,TH,TH,NY,T,W,2000,1,0
2000731256,4,2,2,4,743,1007,0,reptile,GH,GH,MI,T,W,2000,1,0
2000731332,1,1,1,1,1,1125,0,reptile,AR,KW,NY,T,W,2000,1,0
2000731372,2,1,1,2,41,565,0,reptile,GY,GY,MI,T,W,2000,1,0
2000731523,1,1,1,1,2,150,0,mammal,DK,IT,NY,T,R,2000,1,0
2000731540,2,1,1,2,3,30,0,reptile,MX,MX,SY,P,W,2000,3,1
2000731548,1,1,1,1,190,5022,0,reptile,MY,ES,NY,T,W,2000,1,0
2000731566,1,1,1,1,2,50,0,fish,MX,MX,SY,P,W,2000,5,1
2000731575,1,1,1,1,2,50,0,fish,MX,MX,CX,P,W,2000,5,1
2000731578,1,1,1,1,286,26036,0,reptile,US,ES,NY,T,C,2000,1,0
2000731648,3,1,1,3,3,150,0,mammal,ZW,ZW,NY,non-standard value,W,2000,1,0
2000731715,1,1,1,1,1485,104,0,shell,NC,IT,NY,T,W,2000,2,0
2000731753,1,1,1,1,9540,1150,0,fish,PE,PE,NY,,W,2000,2,0
2000731878,1,1,1,1,1134,395,0,shell,JP,CH,NY,T,W,2000,1,0
2000731896,2,2,1,2,6298,3279,0,fish,TH,TH,NY,T,W,2000,1,0
2000731910,3,1,1,2,6,3353,0,reptile,US,IT,NY,T,W,2000,1,0
2000731943,1,1,1,1,38486,3693,0,fish,BR,BR,MI,T,W,2000,1,0
2000731947,1,1,1,1,206,8150,0,reptile,AR,ES,NY,T,W,2000,1,0
2000732028,4,2,2,4,1014,44005,0,reptile,US,ES,MI,T,W,2000,2,0
2000732058,1,1,1,1,3,2801,0,bird,ZA,JP,NY,T,W,2000,3,0
2000732074,3,1,1,1,131,7575,0,reptile,ID,IT,NY,,W,2000,2,0
2000732116,8,1,1,8,8,400,0,mammal,ZW,ZW,NY,non-standard value,W,2000,2,0
2000732129,1,1,1,1,3,152,0,reptile,US,CH,NY,T,C,2000,1,0
2000732151,1,1,1,1,7,4270,0,mammal,HK,HK,NY,T,R,2000,1,0
2000732170,1,1,1,1,1,8388,0,bird,ZA,FR,NY,non-standard value,W,2000,1,0
2000732212,1,1,1,1,23109,1155,0,shell,JP,HK,MI,T,U,2000,1,0
2000732305,2,1,1,2,3,10,0,mammal,XX,LA,HA,non-standard value,W,2000,5,1
2000732326,1,1,1,1,21409,5233,0,fish,SG,SG,NY,T,W,2000,2,0
2000732333,1,1,1,1,5,2800,0,mammal,AR,IT,NY,T,W,2000,2,0
2000732340,1,1,1,1,6872,2582,0,fish,TH,TH,NY,T,W,2000,2,0
2000732364,1,1,1,1,2,89,0,bird,ZA,IT,NY,T,W,2000,2,0
2000732395,3,1,1,3,96,4700,0,reptile,ID,IT,NY,T,W,2000,2,0
2000732437,1,1,1,1,920,136,0,shell,AU,FR,NY,T,W,2000,2,0
2000732444,1,1,1,1,26,500,0,other,IT,IT,NY,T,W,2000,2,0
2000732469,1,1,1,1,10,126,0,reptile,MY,IT,NY,T,W,2000,2,0
2000732471,1,1,1,1,2,485,0,bird,IT,FR,NY,T,W,2000,2,0
2000732480,1,1,1,1,1,2651,0,bird,ZA,IT,NY,T,W,2000,3,0
